SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
89190.0,9.0,2.0,1.0,47.0,,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,47.0,1.0,4.0,1.0,4.0,16205.953591,16460.041158,2.0,133.0,7.0,7.0,1.77
89191.0,9.0,2.0,2.0,6.0,,3.0,3.0,2.0,79.0,,,1.0,1.0,,0.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,6.0,6.0,2.0,2.0,0.0,2.0,30.0,1.0,5.0,1.0,5.0,26548.230247,26060.993145,1.0,123.0,10.0,10.0,2.15
89192.0,9.0,2.0,1.0,44.0,,2.0,2.0,2.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,1.0,4.0,0.0,2.0,39.0,1.0,4.0,1.0,3.0,29291.316311,29751.892485,1.0,123.0,9.0,9.0,1.47
89193.0,9.0,2.0,1.0,0.0,4.0,1.0,1.0,1.0,4.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,,,,,7.0,7.0,3.0,4.0,0.0,1.0,38.0,2.0,2.0,1.0,1.0,7359.501338,7207.006159,1.0,121.0,5.0,5.0,0.59
89194.0,9.0,2.0,1.0,49.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,4.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,49.0,1.0,3.0,4.0,,167265.231126,166448.732252,1.0,121.0,15.0,15.0,5.0
89195.0,9.0,2.0,1.0,12.0,,3.0,3.0,2.0,155.0,,,1.0,1.0,,7.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,2.0,4.0,0.0,1.0,36.0,1.0,1.0,1.0,1.0,26141.95006,27005.619009,1.0,131.0,77.0,77.0,
89196.0,9.0,2.0,2.0,2.0,,1.0,1.0,2.0,31.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,7.0,7.0,3.0,0.0,2.0,2.0,72.0,,,1.0,,9813.357329,11742.317378,1.0,130.0,,,
89197.0,9.0,2.0,2.0,47.0,,5.0,6.0,1.0,,2.0,,2.0,1.0,6.0,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,51.0,1.0,5.0,1.0,4.0,23508.595502,25113.750145,2.0,132.0,15.0,15.0,4.12
89198.0,9.0,2.0,1.0,8.0,,3.0,3.0,2.0,98.0,,,1.0,1.0,,3.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,35.0,1.0,4.0,1.0,4.0,52105.477663,59737.697824,1.0,126.0,14.0,14.0,3.51
89199.0,9.0,2.0,2.0,5.0,,2.0,2.0,2.0,64.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,6.0,6.0,2.0,2.0,0.0,2.0,31.0,1.0,3.0,3.0,,17169.094635,17987.64989,1.0,126.0,6.0,6.0,0.92
89200.0,9.0,2.0,2.0,31.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,1.0,1.0,0.0,2.0,31.0,1.0,5.0,1.0,4.0,24882.18544,24929.511277,2.0,129.0,9.0,9.0,2.57
89201.0,9.0,2.0,1.0,50.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,0.0,2.0,0.0,1.0,50.0,1.0,3.0,1.0,2.0,37035.631514,37981.179534,2.0,132.0,14.0,14.0,3.25
89202.0,9.0,2.0,1.0,5.0,,3.0,3.0,2.0,69.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,2.0,3.0,0.0,1.0,44.0,1.0,3.0,1.0,3.0,30301.111502,30996.476154,1.0,120.0,10.0,10.0,1.91
89203.0,9.0,2.0,1.0,76.0,,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,4.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,6.0,6.0,0.0,3.0,1.0,2.0,51.0,2.0,3.0,1.0,5.0,63972.477544,64342.123829,2.0,132.0,15.0,15.0,3.68
89204.0,9.0,2.0,1.0,45.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,4.0,,3.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,22.0,2.0,1.0,6.0,,38173.249812,38773.485362,1.0,129.0,7.0,5.0,1.78
89205.0,9.0,2.0,1.0,7.0,,1.0,1.0,2.0,91.0,,,1.0,1.0,,1.0,,,,2.0,1.0,2.0,2.0,2.0,2.0,,,,,5.0,5.0,2.0,1.0,0.0,1.0,30.0,2.0,4.0,6.0,,12192.429799,12411.853853,2.0,126.0,7.0,7.0,1.23
89206.0,9.0,2.0,2.0,26.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,4.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,1.0,1.0,0.0,2.0,26.0,1.0,4.0,6.0,,16353.754322,17081.542426,1.0,119.0,7.0,7.0,1.89
89207.0,9.0,2.0,1.0,18.0,,1.0,1.0,1.0,220.0,2.0,,1.0,1.0,,13.0,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,49.0,2.0,5.0,2.0,,14494.451776,14026.255778,1.0,121.0,2.0,2.0,0.3
89208.0,9.0,2.0,1.0,57.0,,4.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,4.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,45.0,1.0,2.0,6.0,,30720.507621,31202.163884,1.0,132.0,4.0,4.0,0.87
89209.0,9.0,2.0,1.0,2.0,,3.0,3.0,2.0,37.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,2.0,0.0,0.0,1.0,27.0,1.0,3.0,1.0,5.0,20750.388632,20918.786642,2.0,131.0,8.0,8.0,2.06
89210.0,9.0,2.0,2.0,4.0,,5.0,7.0,1.0,52.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,0.0,0.0,2.0,23.0,1.0,4.0,5.0,,10239.101099,10643.114428,2.0,132.0,6.0,6.0,1.87
89211.0,9.0,2.0,2.0,29.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,1.0,39.0,1.0,2.0,6.0,,48296.7814,48875.610864,2.0,126.0,14.0,14.0,3.81
89212.0,9.0,2.0,2.0,7.0,,3.0,3.0,2.0,90.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,6.0,6.0,2.0,2.0,0.0,1.0,43.0,1.0,5.0,1.0,5.0,61510.342387,60381.449024,1.0,130.0,77.0,77.0,
89213.0,9.0,1.0,2.0,1.0,18.0,3.0,3.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,1.0,0.0,0.0,1.0,31.0,1.0,4.0,1.0,5.0,25012.720018,0.0,2.0,132.0,10.0,10.0,2.88
89214.0,9.0,2.0,1.0,51.0,,5.0,6.0,1.0,,2.0,,2.0,1.0,7.0,,4.0,2.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,7.0,7.0,2.0,4.0,2.0,2.0,48.0,2.0,5.0,1.0,2.0,20884.165565,20976.165707,2.0,122.0,14.0,14.0,1.03
89215.0,9.0,2.0,2.0,19.0,,2.0,2.0,2.0,237.0,2.0,,1.0,1.0,,15.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,0.0,1.0,1.0,2.0,39.0,2.0,5.0,3.0,,11480.452665,13406.993238,1.0,123.0,8.0,8.0,1.38
89216.0,9.0,2.0,2.0,70.0,,5.0,6.0,2.0,,2.0,,2.0,1.0,4.0,,3.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,0.0,1.0,1.0,1.0,56.0,,,1.0,5.0,21129.043851,22775.305154,2.0,120.0,14.0,14.0,3.25
89217.0,9.0,2.0,2.0,17.0,,3.0,3.0,2.0,208.0,2.0,,1.0,1.0,,11.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,42.0,1.0,4.0,3.0,,51673.171822,53191.686895,1.0,122.0,7.0,7.0,1.44
89218.0,9.0,2.0,2.0,29.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,4.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,0.0,1.0,0.0,1.0,34.0,1.0,3.0,6.0,,29473.500659,29545.883198,1.0,123.0,5.0,5.0,1.14
89219.0,9.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,2.0,1.0,0.0,1.0,35.0,1.0,3.0,1.0,5.0,10520.2673,10534.030047,1.0,125.0,7.0,7.0,1.48
89220.0,9.0,2.0,1.0,1.0,15.0,3.0,3.0,2.0,15.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,2.0,4.0,0.0,1.0,36.0,1.0,2.0,1.0,2.0,15491.568941,17821.755088,2.0,123.0,9.0,9.0,1.52
89221.0,9.0,1.0,1.0,30.0,,1.0,1.0,,,2.0,,1.0,1.0,,,2.0,6.0,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,2.0,6.0,,28347.33649,0.0,2.0,122.0,3.0,1.0,0.33
89222.0,9.0,2.0,2.0,53.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,6.0,,3.0,3.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,53.0,2.0,3.0,3.0,,11709.112101,11742.14525,1.0,120.0,6.0,6.0,1.3
89223.0,9.0,2.0,2.0,43.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,43.0,1.0,4.0,1.0,4.0,90320.308574,89348.088605,1.0,131.0,14.0,14.0,3.22
89224.0,9.0,2.0,1.0,18.0,,5.0,7.0,2.0,227.0,2.0,,2.0,1.0,3.0,13.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,0.0,1.0,2.0,2.0,21.0,2.0,4.0,5.0,,8703.857332,8573.79688,2.0,129.0,14.0,14.0,1.96
89225.0,9.0,1.0,2.0,61.0,,2.0,2.0,,,2.0,,2.0,1.0,8.0,,1.0,4.0,,2.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,0.0,0.0,1.0,1.0,50.0,2.0,2.0,1.0,2.0,9936.275496,0.0,1.0,125.0,2.0,2.0,0.43
89226.0,9.0,2.0,1.0,1.0,20.0,5.0,6.0,2.0,20.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,2.0,0.0,0.0,1.0,34.0,1.0,5.0,1.0,5.0,13561.088789,13704.880099,2.0,130.0,14.0,14.0,3.7
89227.0,9.0,2.0,2.0,33.0,,2.0,2.0,2.0,,2.0,,2.0,1.0,7.0,,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,0.0,3.0,0.0,2.0,33.0,2.0,1.0,4.0,,36378.093162,36802.870322,2.0,130.0,7.0,7.0,1.73
89228.0,9.0,1.0,2.0,32.0,,3.0,3.0,,,1.0,2.0,1.0,1.0,,,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,1.0,2.0,0.0,1.0,33.0,,,1.0,4.0,104322.538079,0.0,1.0,120.0,14.0,14.0,2.99
89229.0,9.0,2.0,2.0,15.0,,4.0,4.0,2.0,183.0,,,1.0,1.0,,7.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,48.0,1.0,4.0,1.0,3.0,26590.123678,29302.564212,1.0,132.0,8.0,8.0,2.49
89230.0,9.0,2.0,2.0,31.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,0.0,2.0,31.0,1.0,4.0,1.0,4.0,72966.977996,74981.505143,1.0,122.0,9.0,9.0,2.22
89231.0,9.0,2.0,2.0,70.0,,2.0,2.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,2.0,1.0,69.0,1.0,5.0,1.0,5.0,10254.081934,10475.60658,2.0,125.0,9.0,9.0,3.75
89232.0,9.0,2.0,1.0,76.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,0.0,0.0,1.0,1.0,76.0,1.0,4.0,3.0,,84812.166401,89801.322531,2.0,123.0,2.0,2.0,0.67
89233.0,9.0,2.0,2.0,31.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,0.0,0.0,2.0,31.0,1.0,3.0,6.0,,48335.178944,49560.263917,2.0,130.0,8.0,8.0,2.06
89234.0,9.0,2.0,1.0,22.0,,5.0,7.0,2.0,,2.0,,1.0,1.0,,,3.0,5.0,,1.0,2.0,2.0,,,,1.0,2.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,46.0,,,1.0,,29682.637457,30978.039564,2.0,131.0,,,
89235.0,9.0,2.0,1.0,10.0,,1.0,1.0,1.0,125.0,,,1.0,1.0,,4.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,2.0,29.0,1.0,2.0,1.0,4.0,11149.215412,11322.364185,1.0,127.0,7.0,7.0,1.65
89236.0,9.0,2.0,2.0,3.0,,5.0,7.0,2.0,47.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,2.0,0.0,2.0,2.0,27.0,1.0,4.0,5.0,,10682.103869,11003.470764,1.0,126.0,10.0,10.0,2.53
89237.0,9.0,2.0,1.0,78.0,,3.0,3.0,2.0,,2.0,,2.0,1.0,9.0,,2.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,0.0,0.0,1.0,1.0,78.0,2.0,2.0,5.0,,21950.160777,27753.11708,2.0,119.0,4.0,4.0,1.35
89238.0,9.0,2.0,2.0,8.0,,4.0,4.0,2.0,107.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,0.0,1.0,1.0,2.0,69.0,1.0,2.0,2.0,,8178.236636,8162.16989,2.0,126.0,2.0,2.0,0.45
89239.0,9.0,2.0,1.0,24.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,5.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,1.0,0.0,0.0,1.0,24.0,1.0,5.0,5.0,,26693.86723,26633.56637,2.0,126.0,5.0,5.0,1.25
89240.0,9.0,2.0,1.0,0.0,1.0,4.0,4.0,2.0,2.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,1.0,0.0,0.0,2.0,33.0,1.0,5.0,1.0,5.0,9749.065821,10876.242767,2.0,120.0,15.0,15.0,5.0
89241.0,9.0,2.0,2.0,44.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,44.0,1.0,5.0,2.0,,26185.826443,27087.61299,1.0,129.0,15.0,15.0,5.0
89242.0,9.0,2.0,2.0,1.0,13.0,3.0,3.0,1.0,14.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,1.0,0.0,0.0,2.0,26.0,1.0,5.0,1.0,5.0,28420.93601,28411.690415,2.0,125.0,14.0,14.0,3.87
89243.0,9.0,2.0,2.0,49.0,,4.0,4.0,2.0,,1.0,2.0,1.0,1.0,,,5.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,5.0,,20555.854012,21494.37917,2.0,129.0,14.0,14.0,3.72
89244.0,9.0,2.0,1.0,49.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,0.0,1.0,49.0,1.0,5.0,1.0,5.0,152628.88895,151883.836825,1.0,129.0,14.0,14.0,4.04
89245.0,9.0,2.0,1.0,5.0,,2.0,2.0,2.0,67.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,,,,,5.0,5.0,1.0,1.0,0.0,2.0,44.0,2.0,1.0,6.0,,13146.727904,13444.459959,1.0,129.0,7.0,7.0,1.48
89246.0,9.0,2.0,2.0,0.0,2.0,4.0,4.0,1.0,3.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,2.0,0.0,0.0,2.0,28.0,1.0,4.0,6.0,,6049.439789,6344.018639,2.0,125.0,7.0,7.0,1.65
89247.0,9.0,2.0,1.0,7.0,,4.0,4.0,1.0,90.0,,,1.0,1.0,,0.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,7.0,7.0,3.0,1.0,1.0,2.0,60.0,,,1.0,,9647.58677,11952.258132,1.0,125.0,2.0,2.0,0.18
89248.0,9.0,2.0,2.0,80.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,2.0,1.0,80.0,1.0,4.0,1.0,3.0,37820.922342,40193.271124,1.0,131.0,8.0,8.0,3.39
89249.0,9.0,2.0,2.0,57.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,57.0,1.0,5.0,1.0,,165365.835084,165176.765455,1.0,122.0,15.0,15.0,5.0
89250.0,9.0,2.0,2.0,56.0,,4.0,4.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,0.0,0.0,0.0,2.0,56.0,1.0,4.0,1.0,4.0,34380.685844,36422.66388,2.0,130.0,15.0,15.0,5.0
89251.0,9.0,2.0,2.0,9.0,,1.0,1.0,1.0,117.0,,,1.0,1.0,,3.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,31.0,2.0,4.0,3.0,,15171.766149,16593.932759,2.0,128.0,10.0,10.0,3.47
89252.0,9.0,2.0,2.0,1.0,23.0,3.0,3.0,1.0,24.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,2.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,4.0,1.0,,17306.224834,17511.019555,1.0,125.0,4.0,1.0,0.0
89253.0,9.0,2.0,2.0,54.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,4.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,1.0,2.0,1.0,80.0,1.0,3.0,1.0,3.0,21275.474447,21321.154045,2.0,131.0,6.0,6.0,1.34
89254.0,9.0,2.0,1.0,0.0,2.0,5.0,6.0,2.0,3.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,2.0,0.0,0.0,2.0,30.0,2.0,4.0,1.0,4.0,7539.961762,7649.25541,1.0,119.0,14.0,14.0,2.99
89255.0,9.0,2.0,2.0,55.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,5.0,,3.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,55.0,2.0,3.0,2.0,,10407.990082,10696.932591,2.0,133.0,3.0,3.0,0.88
89256.0,9.0,2.0,1.0,35.0,,5.0,7.0,2.0,,1.0,1.0,1.0,1.0,,,4.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,35.0,1.0,4.0,3.0,,24532.143318,25903.415084,2.0,126.0,7.0,7.0,3.73
89257.0,9.0,1.0,1.0,3.0,,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,3.0,0.0,0.0,2.0,27.0,1.0,4.0,6.0,,13886.016692,0.0,1.0,128.0,6.0,6.0,1.16
89258.0,9.0,2.0,2.0,10.0,,4.0,4.0,1.0,126.0,,,1.0,1.0,,3.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,0.0,1.0,0.0,1.0,33.0,1.0,2.0,5.0,,13779.224002,13910.454813,2.0,125.0,6.0,6.0,1.87
89259.0,9.0,2.0,1.0,38.0,,5.0,7.0,1.0,,2.0,,1.0,1.0,,,4.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,66.0,2.0,2.0,3.0,,19563.816372,20702.968626,1.0,124.0,7.0,7.0,2.35
89260.0,9.0,1.0,2.0,80.0,,3.0,3.0,,,2.0,,1.0,1.0,,,1.0,2.0,,1.0,2.0,2.0,,,,,,,,1.0,1.0,0.0,0.0,1.0,2.0,80.0,1.0,1.0,2.0,,71028.651737,0.0,1.0,126.0,,,
89261.0,9.0,2.0,2.0,52.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,64.0,1.0,2.0,1.0,5.0,23173.227433,23971.266204,1.0,126.0,8.0,8.0,2.87
89262.0,9.0,2.0,1.0,4.0,,1.0,1.0,2.0,54.0,,,1.0,1.0,,,,,,2.0,1.0,2.0,2.0,2.0,2.0,,,,,5.0,5.0,3.0,0.0,0.0,2.0,31.0,1.0,1.0,6.0,,16935.442798,17627.937321,1.0,132.0,4.0,4.0,0.65
89263.0,9.0,2.0,1.0,80.0,,4.0,4.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,0.0,0.0,2.0,2.0,80.0,1.0,3.0,1.0,3.0,12719.696197,13018.590906,2.0,121.0,9.0,9.0,3.87
89264.0,9.0,2.0,1.0,26.0,,5.0,6.0,1.0,,2.0,,2.0,1.0,4.0,,5.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,21.0,1.0,4.0,6.0,,22914.173079,21661.596876,1.0,129.0,12.0,2.0,0.76
89265.0,9.0,2.0,2.0,52.0,,4.0,4.0,1.0,,2.0,,1.0,1.0,,,4.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,80.0,1.0,2.0,2.0,,18830.733396,19690.494174,2.0,133.0,6.0,6.0,1.87
89266.0,9.0,2.0,1.0,39.0,,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,1.0,2.0,0.0,1.0,39.0,1.0,4.0,1.0,4.0,109606.026872,112997.203586,1.0,130.0,15.0,15.0,3.99
89267.0,9.0,2.0,1.0,25.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,30.0,1.0,5.0,5.0,,63573.403622,68343.603616,1.0,130.0,15.0,14.0,4.71
89268.0,9.0,2.0,1.0,34.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,3.0,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,34.0,2.0,5.0,1.0,5.0,32250.706126,33526.415793,1.0,128.0,14.0,14.0,2.82
89269.0,9.0,2.0,1.0,5.0,,4.0,4.0,2.0,64.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,6.0,6.0,1.0,3.0,0.0,2.0,28.0,1.0,3.0,1.0,2.0,12396.581457,12617.675926,1.0,126.0,5.0,5.0,0.61
89270.0,9.0,2.0,2.0,25.0,,1.0,1.0,2.0,,2.0,,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,2.0,25.0,2.0,1.0,1.0,1.0,22264.06901,23323.040405,1.0,120.0,5.0,5.0,0.91
89271.0,9.0,2.0,1.0,57.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,0.0,3.0,0.0,2.0,51.0,1.0,5.0,1.0,4.0,89408.724254,92914.23027,2.0,125.0,9.0,9.0,2.24
